vehicles,vehicle_quantities,vehicle_costs,vehicle_ranges,vehicle_speeds,total_requests,completed,dropped,impossible,pax_volume,average_wait,max_wait,average_duration,average_distance,availability,pax_max,utility,fleet_cost
"['B1, E1, G2, K3', 'C1, P2, G2, M1, A3']","[40, 8]","[3700.0, 33711.0]","[12.87995878413189, 540.0151204233719]","[9.704251386321626, 19.588090441011865]",1790,1538,194,58,1778,3.5858231184911173,9.995280053869706,8.53257799133159,1.4842617974373848,0.42960893854748605,118,0.7425318537221526,417688.0
"['B1, E1, G2, K3', 'C1, P2, G2, M1, A3']","[40, 10]","[3700.0, 33711.0]","[12.87995878413189, 540.0151204233719]","[9.704251386321626, 19.588090441011865]",1790,1605,127,58,1870,3.3510718432711184,9.998400143269137,8.339694856107108,1.484425904073765,0.482122905027933,135,0.7960019748055343,485110.0
"['B1, E1, G2, K3', 'C1, P2, G2, M1, A3']","[40, 12]","[3700.0, 33711.0]","[12.87995878413189, 540.0151204233719]","[9.704251386321626, 19.588090441011865]",1790,1662,70,58,1940,2.9505585702461037,9.97609051535651,8.159551738001243,1.4853012479187293,0.5067039106145251,134,0.8057490226577699,552532.0
"['B1, E1, G2, K3', 'C1, P2, G2, M1, A3']","[40, 14]","[3700.0, 33711.0]","[12.87995878413189, 540.0151204233719]","[9.704251386321626, 19.588090441011865]",1790,1705,27,58,2001,2.180280113945397,9.948790251540842,8.022266958348478,1.4863036148030309,0.6033519553072626,146,0.8602070084280067,619954.0
"['B1, E1, G2, K3', 'C1, P2, G2, M1, A3']","[40, 16]","[3700.0, 33711.0]","[12.87995878413189, 540.0151204233719]","[9.704251386321626, 19.588090441011865]",1790,1732,0,58,2035,0.5979173076171255,7.8810000795446555,7.908870895414126,1.485570682350894,0.7653631284916201,167,0.922748071546245,687376.0
"['B1, E1, G2, K3', 'C1, P2, G2, M1, A3']","[40, 18]","[3700.0, 33711.0]","[12.87995878413189, 540.0151204233719]","[9.704251386321626, 19.588090441011865]",1790,1732,0,58,2035,0.29838683429995183,6.894641233611303,7.81270300316827,1.485570682350894,0.88268156424581,169,0.9541260371414026,754798.0
"['B1, E1, G2, K3', 'C1, P2, G2, M1, A3']","[40, 20]","[3700.0, 33711.0]","[12.87995878413189, 540.0151204233719]","[9.704251386321626, 19.588090441011865]",1790,1732,0,58,2035,0.17498612156577617,6.145084397057339,7.747404498087022,1.485570682350894,0.9184357541899442,169,0.9634964871220058,822220.0
"['B1, E1, G2, K3', 'C1, P2, G2, M2, A3']","[40, 8]","[3700.0, 39311.0]","[12.87995878413189, 527.203711514129]","[9.704251386321626, 38.21377879681188]",1790,1687,45,58,1976,2.2342342579695473,9.997038107525,7.201409555404103,1.4851723576298628,0.5558659217877095,153,0.8562066605440339,462488.0
"['B1, E1, G2, K3', 'C1, P2, G2, M2, A3']","[40, 10]","[3700.0, 39311.0]","[12.87995878413189, 527.203711514129]","[9.704251386321626, 38.21377879681188]",1790,1732,0,58,2035,0.8722660690789137,8.358425425489422,6.98913983388916,1.485570682350894,0.7307262569832402,161,0.9101286330040339,541110.0
"['B1, E1, G2, K3', 'C1, P2, G2, M2, A3']","[40, 12]","[3700.0, 39311.0]","[12.87995878413189, 527.203711514129]","[9.704251386321626, 38.21377879681188]",1790,1732,0,58,2035,0.1430587719604938,3.9855517919109573,6.8308571752084815,1.485570682350894,0.9111731843575419,177,0.9657925903875237,619732.0
"['B1, E1, G2, K3', 'C1, P2, G2, M2, A3']","[40, 14]","[3700.0, 39311.0]","[12.87995878413189, 527.203711514129]","[9.704251386321626, 38.21377879681188]",1790,1732,0,58,2035,0.061495007639079946,3.031823253310648,6.691478508109889,1.485570682350894,0.9418994413407821,179,0.9747596278084587,698354.0
"['B1, E1, G2, K3', 'C1, P2, G2, M2, A3']","[40, 16]","[3700.0, 39311.0]","[12.87995878413189, 527.203711514129]","[9.704251386321626, 38.21377879681188]",1790,1732,0,58,2035,0.007506597100758945,1.1953115446801021,6.559282465747388,1.485570682350894,0.9664804469273743,176,0.9795938386419909,776976.0
"['B1, E1, G2, K3', 'C1, P2, G2, M2, A3']","[40, 18]","[3700.0, 39311.0]","[12.87995878413189, 527.203711514129]","[9.704251386321626, 38.21377879681188]",1790,1732,0,58,2035,0.004745205349815033,0.8901944353709723,6.462838795138843,1.485570682350894,0.9675977653631285,176,0.9798828331220577,855598.0
"['B1, E1, G2, K3', 'C1, P2, G2, M2, A3']","[40, 20]","[3700.0, 39311.0]","[12.87995878413189, 527.203711514129]","[9.704251386321626, 38.21377879681188]",1790,1732,0,58,2035,0.001085285201234394,0.5570106790308316,6.377531152563707,1.485570682350894,0.9675977653631285,176,0.9798956428425778,934220.0
"['B1, E1, G2, K3', 'C1, P2, G2, M3, A3']","[40, 8]","[3700.0, 43161.0]","[12.87995878413189, 518.9952252439277]","[9.704251386321626, 40]",1790,1705,27,58,1997,2.3608824515779254,9.998421309958445,7.118034030310433,1.4848061482991344,0.5262569832402234,152,0.8491211572295331,493288.0
"['B1, E1, G2, K3', 'C1, P2, G2, M3, A3']","[40, 10]","[3700.0, 43161.0]","[12.87995878413189, 518.9952252439277]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.5644864783282172,6.768022615323694,6.8936535645818005,1.485570682350894,0.7810055865921788,167,0.9267756939738959,579610.0
"['B1, E1, G2, K3', 'C1, P2, G2, M3, A3']","[40, 12]","[3700.0, 43161.0]","[12.87995878413189, 518.9952252439277]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.1449190706661866,4.998969475712904,6.769387439325077,1.485570682350894,0.9106145251396648,174,0.9641464145375845,665932.0
"['B1, E1, G2, K3', 'C1, P2, G2, M3, A3']","[40, 14]","[3700.0, 43161.0]","[12.87995878413189, 518.9952252439277]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.04738796286798561,2.6219278584999373,6.618949554271713,1.485570682350894,0.9441340782122905,176,0.9738676616830346,752254.0
"['B1, E1, G2, K3', 'C1, P2, G2, M3, A3']","[40, 16]","[3700.0, 43161.0]","[12.87995878413189, 518.9952252439277]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.005974320856852275,1.0067848686441394,6.545825737380904,1.485570682350894,0.9670391061452513,175,0.9792388664133138,838576.0
"['B1, E1, G2, K3', 'C1, P2, G2, M3, A3']","[40, 18]","[3700.0, 43161.0]","[12.87995878413189, 518.9952252439277]","[9.704251386321626, 40]",1790,1732,0,58,2035,0.0029854589579031716,0.6785440965705902,6.412913620449209,1.485570682350894,0.9675977653631285,177,0.9803889922344293,924898.0
"['B1, E1, G2, K3', 'C1, P3, G1, M1, A3']","[40, 8]","[3700.0, 32215]","[12.87995878413189, 761.0350076103501]","[9.704251386321626, 18.363064008394545]",1790,1528,204,58,1773,3.6989819887913806,9.997552252371804,8.659269735482704,1.4817197026854814,0.3994413407821229,119,0.7362938982347609,405720.0
"['B1, E1, G2, K3', 'C1, P3, G1, M1, A3']","[40, 10]","[3700.0, 32215]","[12.87995878413189, 761.0350076103501]","[9.704251386321626, 18.363064008394545]",1790,1589,143,58,1849,3.4564909463497906,9.992690662236008,8.48806421833696,1.4851271817539535,0.4670391061452514,129,0.7786020582240885,470150.0
"['B1, E1, G2, K3', 'C1, P3, G1, M1, A3']","[40, 12]","[3700.0, 32215]","[12.87995878413189, 761.0350076103501]","[9.704251386321626, 18.363064008394545]",1790,1645,87,58,1920,3.2018545655890276,9.998541815635669,8.329293275552914,1.483867147099541,0.5083798882681564,134,0.8040884810874774,534580.0
